Volcano_Number,Volcano_Name,Country,Primary_Volcano_Type,Type_group,Tectonic_Setting,Last_Eruption_Year,years_since,dated
303010,Taryatu-Chulutu,Mongolia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),-2980.0,5006.0,True
306030,Ulleungdo,South Korea,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),-2990.0,5016.0,True
214100,Tskhouk-Karckar,Armenia-Azerbaijan,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),-3000.0,5026.0,True
283142,Omanago Group,Japan,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),-3050.0,5076.0,True
341061,Zitacuaro-Valle de Bravo,Mexico,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-3050.0,5076.0,True
324040,Hell's Half Acre,United States,Shield,Shield,Rift zone / Continental crust (> 25 km),-3250.0,5276.0,True
327110,Carrizozo,United States,Pyroclastic cone(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),-3250.0,5276.0,True
300200,Kronotsky,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-3350.0,5376.0,True
371070,Prestahnukur,Iceland,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),-3350.0,5376.0,True
283151,Numazawa,Japan,Shield,Shield,Subduction zone / Continental crust (> 25 km),-3400.0,5426.0,True
300671,Spokoiny,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-3450.0,5476.0,True
331010,Endeavour Segment,Canada,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),-3490.0,5516.0,True
273042,Isarog,Philippines,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-3500.0,5526.0,True
371060,Grimsnes,Iceland,Volcanic field,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),-3500.0,5526.0,True
300650,Nylgimelkin,Russia,Shield(s),Shield,Subduction zone / Continental crust (> 25 km),-3550.0,5576.0,True
300084,Barkhatnaya Sopka,Russia,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-3550.0,5576.0,True
210040,Calatrava Volcanic Field,Spain,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),-3600.0,5626.0,True
352002,Chachimbiro,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-3740.0,5766.0,True
312250,Kaguyak,United States,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),-3850.0,5876.0,True
341092,Serdan-Oriental Volcanic Field,Mexico,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-3920.0,5946.0,True
357093,Tolhuaca,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4000.0,6026.0,True
210020,Chaine des Puys,France,Lava dome(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),-4040.0,6066.0,True
300021,Yavinsky,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4050.0,6076.0,True
284041,Mikurajima,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),-4100.0,6126.0,True
242021,Macauley,New Zealand,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),-4360.0,6386.0,True
354000,Quimsachata-Oroscocha,Peru,Lava dome,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-4450.0,6476.0,True
300150,Bolshoi Semiachik,Russia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4450.0,6476.0,True
341093,"Humeros, Los",Mexico,Caldera(s),Caldera,Subduction zone / Continental crust (> 25 km),-4470.0,6496.0,True
382120,Madeira,Portugal,Shield,Shield,Intraplate / Oceanic crust (< 15 km),-4500.0,6526.0,True
300273,Cherpuk Group,Russia,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),-4550.0,6576.0,True
284011,Toshima,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),-4550.0,6576.0,True
283143,Takaharayama,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4570.0,6596.0,True
357063,"Longavi, Nevado de",Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4890.0,6916.0,True
285031,Niseko,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4900.0,6926.0,True
358050,Corcovado,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-4920.0,6946.0,True
252150,Tavui,Papua New Guinea,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),-4946.0,6972.0,True
300271,Piip,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),-5050.0,7076.0,True
222052,Silali,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),-5050.0,7076.0,True
357066,Payun Matru,Argentina,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-5050.0,7076.0,True
357112,Caburgua-Huelemolle,Chile,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-5050.0,7076.0,True
259804,McBride Volcanic Province,Australia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),-5050.0,7076.0,True
241021,Tuhua/Mayor Island,New Zealand,Shield,Shield,Subduction zone / Continental crust (> 25 km),-5055.0,7081.0,True
320140,Nazko,Canada,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),-5220.0,7246.0,True
355109,Socompa,Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5250.0,7276.0,True
300360,Bolshoi-Kekuknaysky,Russia,Shield(s),Shield,Subduction zone / Continental crust (> 25 km),-5310.0,7336.0,True
232010,Damavand,Iran,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),-5350.0,7376.0,True
283250,Hachimantai,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5350.0,7376.0,True
351011,Romeral,Colombia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5390.0,7416.0,True
352004,Imbabura,Ecuador,Compound,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5550.0,7576.0,True
390027,Takahe,Antarctica,Shield,Shield,Intraplate / Continental crust (> 25 km),-5550.0,7576.0,True
358080,Pali-Aike Volcanic Field,Chile-Argentina,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-5550.0,7576.0,True
322170,Diamond Craters,United States,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),-5610.0,7636.0,True
275110,Tengchong,China,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),-5750.0,7776.0,True
321060,West Crater,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-5750.0,7776.0,True
322090,Bachelor,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5800.0,7826.0,True
285041,Rishirizan,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-5830.0,7856.0,True
345050,Barva,Costa Rica,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-6050.0,8076.0,True
222060,Menengai,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),-6050.0,8076.0,True
275080,Popa,Burma (Myanmar),Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),-6050.0,8076.0,True
282081,Yonemaru-Sumiyoshiike,Japan,Maar(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),-6200.0,8226.0,True
321070,Indian Heaven,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-6250.0,8276.0,True
300023,Kurile Lake,Russia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),-6440.0,8466.0,True
222040,Namarunu,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),-6550.0,8576.0,True
358049,Yanteles,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-6650.0,8676.0,True
352001,Soche,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-6650.0,8676.0,True
283001,Abu,Japan,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-6850.0,8876.0,True
213010,Erciyes Volcanic Complex,Turkiye,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),-6880.0,8906.0,True
357041,Infiernillo,Argentina,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),-6890.0,8916.0,True
300520,Sedanka Lava Field,Russia,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-7050.0,9076.0,True
320080,Hoodoo Mountain,Canada,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),-7050.0,9076.0,True
300590,Elovsky,Russia,Shield(s),Shield,Subduction zone / Continental crust (> 25 km),-7550.0,9576.0,True
222053,Paka,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),-7550.0,9576.0,True
311380,Roundtop,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-7600.0,9626.0,True
343150,"Yojoa, Lago",Honduras,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),-7638.0,9664.0,True
211031,Palinuro,Italy,Compound,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-8040.0,10066.0,True
223040,Karisimbi,DR Congo-Rwanda,Stratovolcano,Stratovolcano / complex,Rift zone / Continental crust (> 25 km),-8050.0,10076.0,True
264080,Inierie,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,-8050.0,10076.0,True
300083,Vilyuchinsky,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-8050.0,10076.0,True
320200,Garibaldi,Canada,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-8060.0,10086.0,True
324010,Black Butte Crater Lava Field,United States,Shield,Shield,Rift zone / Continental crust (> 25 km),-8180.0,10206.0,True
210010,West Eifel Volcanic Field,Germany,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),-8300.0,10326.0,True
390022,Berlin,Antarctica,Shield(s),Shield,Intraplate / Continental crust (> 25 km),-8350.0,10376.0,True
327812,Red Hill-Quemado,United States,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),-9450.0,11476.0,True
283141,Nantaisan,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),-9540.0,11566.0,True
210030,Olot Volcanic Field,Spain,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
211004,Colli Albani,Italy,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
211041,Panarea,Italy,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
213000,Kula,Turkiye,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
213002,Hasandag-Keciboyduran Volcanic Complex,Turkiye,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
213011,Karaca Dag,Turkiye,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
214050,Samsari Volcanic Center,Georgia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
214060,Aragats,Armenia,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
221021,Zukur,Yemen,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
221022,Hanish,Yemen,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
221040,Alid,Eritrea,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221050,Gada Ale,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221071,Bora Ale,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221090,Ale Bagu,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221102,Mallahle,Ethiopia-Eritrea,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221103,Sork Ale,Ethiopia-Eritrea,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221104,Asavyo,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),,,False
221105,Mat Ala,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),,,False
221106,Tat Ali,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),,,False
221107,Borawli,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221111,Ma Alalta,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221114,Dabbayra,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),,,False
221116,Groppo,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221110,Afdera,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221127,Manda Gargori,Ethiopia,Fissure vent(s),Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221123,Mousa Alli,Ethiopia-Eritrea-Djibouti,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221124,Gufa,Eritrea-Djibouti,Volcanic field,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221125,Assab Volcanic Field,Eritrea,Volcanic field,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221120,Kurub,Ethiopia,Shield,Shield,Rift zone / Intermediate crust (15-25 km),,,False
221151,Yangudi,Ethiopia,Complex,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221150,Gabillema,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221160,Ayelu,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221171,Hertali,Ethiopia,Fissure vent,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221172,Liado Hayk,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
221170,Adwa,Ethiopia,Stratovolcano,Stratovolcano / complex,Rift zone / Intermediate crust (15-25 km),,,False
221180,Dofen,Ethiopia,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
221191,Beru,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
221210,Boset,Ethiopia,Stratovolcano(es),Stratovolcano / complex,Rift zone / Continental crust (> 25 km),,,False
221220,Bishoftu Volcanic Field,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
221222,Melkassa,Ethiopia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
221230,Gedemsa,Ethiopia,Caldera,Caldera,Rift zone / Continental crust (> 25 km),,,False
221252,East Ziway,Ethiopia,Fissure vent(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
221260,Butajiri-Silti Field,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
221280,Shala,Ethiopia,Caldera,Caldera,Rift zone / Continental crust (> 25 km),,,False
221291,Bilate River Field,Ethiopia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
221320,Korath Range,Ethiopia,Tuff cone(s),Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
222001,Lake Turkana North Island,Kenya,Tuff cone(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
222010,Lake Turkana Central Island,Kenya,Tuff cone(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
222021,Marsabit,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
222050,Segererua Plateau,Kenya,Pyroclastic cone(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
222054,Korosi,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
222055,Ol Kokwe,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
222056,Nyambeni Hills,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
222071,Elmenteita Badlands,Kenya,Pyroclastic cone(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
222070,Homa Mountain,Kenya,Complex,Stratovolcano / complex,Rift zone / Continental crust (> 25 km),,,False
222080,"Eburru, Ol Doinyo",Kenya,Complex,Stratovolcano / complex,Rift zone / Continental crust (> 25 km),,,False
222110,Suswa,Kenya,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
223002,Ndali-Kasenda Volcanic Field,Uganda,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
224011,Tombel Graben,Cameroon,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
224030,Oku Volcanic Field,Cameroon,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225001,Todra Volcanic Field,Niger,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225004,Tahalra Volcanic Field,Algeria,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225005,Atakor Volcanic Field,Algeria,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225006,Manzaz Volcanic Field,Algeria,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225009,"Toh, Tarso",Chad,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
225010,"Tousside, Tarso",Chad,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
225021,"Koussi, Emi",Chad,Shield(pyroclastic),Shield,Intraplate / Continental crust (> 25 km),,,False
225020,"Voon, Tarso",Chad,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
225040,Kutum Volcanic Field,Sudan,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231050,"Ithnayn, Harrat",Saudi Arabia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231071,"Kishb, Harrat",Saudi Arabia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231072,"Birk, Harrat al",Saudi Arabia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231120,"Dhamar, Harras of",Yemen,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231170,Balhaf-Bir Ali Volcanic Field,Yemen,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
231180,Bir Borhut,Yemen,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
233001,"Grille, La",Union of the Comoros,Shield,Shield,Intraplate / Oceanic crust (< 15 km),,,False
234001,Amsterdam Island,France,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
234020,Kerguelen Islands,France,Stratovolcano(es),Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),,,False
234030,"Est, Ile de l'",France,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
234040,"Possession, Ile de la",France,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
234050,"Cochons, Ile aux",France,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
234060,Prince Edward Island,South Africa,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
241101,Clark,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
241102,Tangaroa,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
241110,Rumble V,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
241120,Rumble IV,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
241131,Rumble II West,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
241150,Brothers,New Zealand,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),,,False
242001,Wright,New Zealand,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
242010,Curtis Island,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
242022,Giggenbach,New Zealand,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
243001,Kermadec Arc at 24.8°S,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
243011,Tofua Arc at 21.1°S,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
243101,Tafahi,Tonga,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
244001,Ta'u,United States,Shield,Shield,Subduction zone / Oceanic crust (< 15 km),,,False
244030,Upolu,Samoa,Shield,Shield,Subduction zone / Oceanic crust (< 15 km),,,False
251001,Blup Blup,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
251041,Hankow Reef,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
251060,Umboi,Papua New Guinea,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
251080,Sakar,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
252050,Bola,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
252060,Garua Harbour,Papua New Guinea,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
252071,Lolo,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
252090,Sulu Range,Papua New Guinea,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
253011,Hydrographers Range,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
253021,Managlase Plateau,Papua New Guinea,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
253041,Goodenough,Papua New Guinea,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
253050,Iamalele,Papua New Guinea,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
255010,Balbi,Papua New Guinea,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
255021,Takuan Group,Papua New Guinea,Compound,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
255052,Kana Keoki,Solomon Islands,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
255053,Coleman Seamount,Solomon Islands,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
255061,New Georgia at 8.9°S,Solomon Islands,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
257001,Motlav,Vanuatu,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
257081,Nguna-Emau,Vanuatu,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
261121,Malintang,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
261130,Talakmau,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
261231,Patah,Indonesia,Stratovolcano?,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
261251,Ranau,Indonesia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
263010,Pulosari,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263020,Karang,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263070,Patuha,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263131,Tampomas,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263150,Talagabodas,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263260,Lawu,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263281,Kawi-Butak,Indonesia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263291,Penanggungan,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263330,Iyang-Argapura,Indonesia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
263351,Baluran,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
264001,Buyan-Bratan,Indonesia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
264060,"Sano, Wai",Indonesia,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
264240,Ililabalekan,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
265080,Manuk,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
266120,Klabat,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
268001,Tarakan,Indonesia,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Oceanic crust (< 15 km),,,False
268020,Tobaru,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
268051,Jailolo,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
268052,Hiri,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
268050,Todoko-Ranu,Indonesia,Caldera(s),Caldera,Subduction zone / Oceanic crust (< 15 km),,,False
268062,Mare,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
268063,Moti,Indonesia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
271070,Musuan,Philippines,Lava dome,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
273041,Iriga,Philippines,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
273050,Banahaw,Philippines,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
275020,Ly Son Group,Vietnam,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
282022,Akusekijima,Japan,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
283121,Shiga,Japan,Shield(s),Shield,Subduction zone / Continental crust (> 25 km),,,False
283130,Akagisan,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
283191,Hijiori,Japan,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
284042,Kurose Hole,Japan,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),,,False
284061,Kita-Bayonnaise,Japan,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),,,False
