Volcano_Number,Volcano_Name,Country,Primary_Volcano_Type,Type_group,Tectonic_Setting,Last_Eruption_Year,years_since,dated
284091,Sofugan,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
284093,Suiyo Seamount,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284094,Mokuyo Seamount,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284095,Doyo Seamount,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284097,Kaikata Seamount,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284132,Nikko,Japan,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284135,Kasuga 2,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284136,NW Eifuku,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284137,Daikoku,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284142,Supply Reef,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284143,Maug Islands,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284191,Zealandia Bank,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284192,Sarigan,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284201,East Diamante,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284210,Esmeralda Bank,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284220,Forecast Seamount,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
284230,Seamount X,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Crustal thickness unknown,,,False
290021,Ruruidake [Smirnov],Japan - administered by Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
290040,Berutarubesan [Berutarube],Japan - administered by Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
290060,Hitokappu Volcano Group [Bogatyr Ridge],Japan - administered by Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
290111,Ivao Group,Russia,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Intermediate crust (15-25 km),,,False
290130,Kuril Arc at 46.3°N,Japan - administered by Russia,,Other,Subduction zone / Crustal thickness unknown,,,False
290191,Uratman,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
290211,Srednii,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
290331,Shirinki,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
290350,Karpinsky Group,Russia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
290370,Vernadsky Ridge,Russia,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
300052,Olkoviy-Ozernoy Volcanic Field,Russia,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
300058,Asacha,Russia,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
300059,Visokiy,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
300110,Dzenzursky,Russia,Compound,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
300241,Udina,Russia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
300242,Zimina,Russia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
300251,Kamen,Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
305010,Honggeertu,China,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
305020,Keluo Group,China,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
311010,Buldir,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311030,Segula,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311040,Davidof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311100,Bobrof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311200,Chagulak,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311220,Herbert,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311241,Tana,United States,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311250,Uliaga,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
311280,Recheschnoi,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
312010,Frosty,United States,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312011,Dutton,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312020,Emmons Lake Volcanic Center,United States,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
312040,Pavlof Sister,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312060,Kupreanof,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312120,Kialagvik,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312132,Alaska Peninsula Arc at 155.4°W,United States,Lava dome,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
312210,Denison,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312220,Steller,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312230,Kukak,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
312270,Douglas,United States,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
314030,Ingakslugwat Hills,United States,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
314040,St. Michael,United States,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
315050,Duncan Canal,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
315060,Tlevak Strait-Suemez Island,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
315070,Behm Canal-Rudyerd Bay,United States,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320010,Fort Selkirk,Canada,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320020,Alligator Lake,Canada,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320030,Atlin Volcanic Field,Canada,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320031,Tuya Volcanic Field,Canada,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320040,Heart Peaks,Canada,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
320050,Level Mountain,Canada,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
320070,Spectrum Range,Canada,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
320110,Crow Lagoon,Canada,Pyroclastic cone,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320120,Milbanke Sound Group,Canada,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
320160,Silverthrone,Canada,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
320170,Bridge River Cones,Canada,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
320190,Garibaldi Lake,Canada,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
320811,Cayley Volcanic Field,Canada,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
322120,Devils Garden,United States,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
322150,Cinnamon Butte,United States,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
323100,Clear Lake Volcanic Field,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
326010,Soda Lakes,United States,Maar(s),Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
333040,Mehetia,France,Stratovolcano,Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),,,False
335020,Hollister Ridge,Undersea Features,Fissure vent,Monogenetic / field,Intraplate / Oceanic crust (< 15 km),,,False
335030,Udintsev Transform,Undersea Features,Fissure vent,Monogenetic / field,Intraplate / Oceanic crust (< 15 km),,,False
341001,Pinacate,Mexico,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
341004,Jaraguay Volcanic Field,Mexico,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
341007,San Borja Volcanic Field,Mexico,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
341011,"Tortuga, Isla",Mexico,Shield,Shield,Rift zone / Continental crust (> 25 km),,,False
341012,Comondu-La Purisima,Mexico,Volcanic field,Monogenetic / field,Rift zone / Continental crust (> 25 km),,,False
341022,Durango Volcanic Field,Mexico,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
341024,Sanganguey,Mexico,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
341031,Mascota Volcanic Field,Mexico,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
341082,Iztaccihuatl,Mexico,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342020,Tajumulco,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342070,Toliman,Guatemala,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342100,Agua,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342111,Cuilapa-Barbarena,Guatemala,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
342121,Jumaytepeque,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342130,Moyuta,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342140,Flores,Guatemala,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
342141,Tahual,Guatemala,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342150,"Santiago, Cerro",Guatemala,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
342160,Suchitan,Guatemala,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342170,Chingo,Guatemala-El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
342180,Ixtepeque,Guatemala,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
343002,"Singuil, Cerro",El Salvador,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
343010,Apaneca Range,El Salvador,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343041,Coatepeque Caldera,El Salvador,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
343051,"Cinotepeque, Cerro",El Salvador,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
343072,Taburete,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343070,San Vicente,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343081,Usulutan,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343082,"Tigre, El",El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343080,Tecapa,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343090,Chinameca,El Salvador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343101,"Aramuaca, Laguna",El Salvador,Maar,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
343130,"Tigre, Isla del",Honduras,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
343140,"Zacate Grande, Isla",Honduras,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
344101,Granada,Nicaragua,Fissure vent(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
344111,Zapatera,Nicaragua,Shield,Shield,Subduction zone / Continental crust (> 25 km),,,False
344110,Mombacho,Nicaragua,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
345010,Orosi,Costa Rica,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
345031,Tenorio,Costa Rica,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
345034,Platanar,Costa Rica,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
351061,Sotara,Colombia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
352005,Mojanda,Ecuador,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
352041,Iliniza,Ecuador,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
352081,Licto,Ecuador,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
353070,Pinta,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
353081,Genovesa,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
353091,Santa Cruz,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
353120,San Cristobal,Ecuador,Shield,Shield,Rift zone / Oceanic crust (< 15 km),,,False
354001,"Auquihuato, Cerro",Peru,Pyroclastic cone,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
354003,Coropuna,Peru,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
354060,"Casiri, Nevados",Peru,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355032,Tata Sabaya,Bolivia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355050,Olca-Paruma,Chile-Bolivia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355091,Sairecabur,Chile-Bolivia,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355092,Licancabur,Chile-Bolivia,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355093,Guayaques,Chile-Bolivia,Lava dome(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
355094,Purico Complex,Chile,Shield(pyroclastic),Shield,Subduction zone / Continental crust (> 25 km),,,False
355095,Colachi,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355096,Acamarachi,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355098,Chiliques,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355101,Cordon de Puntas Negras,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355102,Miniques,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355103,"Tujle, Cerro",Chile,Maar,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
355104,Caichinque,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355105,Tilocalar,Chile,Lava cone(es),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
355107,Pular,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355108,"Negrillar, La",Chile,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
355112,Corrida de Cori Volcanic Field,Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355121,Cordon del Azufre,Chile-Argentina,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355122,"Bayo Gorbea, Cerro",Chile-Argentina,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355123,"Nevada, Sierra",Chile-Argentina,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355124,Falso Azufre,Chile-Argentina,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355125,"Incahuasi, Nevado de",Chile-Argentina,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355120,Lastarria,Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355131,"Solo, El",Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355160,Aracar,Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355161,Central Andean Arc at 25.1°S,Argentina,Pyroclastic cone,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
355190,"Condor, El",Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355200,Peinado,Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
355220,Tipas,Argentina,Complex,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
356011,Rapa Nui,Chile,Shield(s),Shield,Rift zone / Oceanic crust (< 15 km),,,False
357022,Palomo,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
357023,"Atuel, Caldera del",Argentina,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
357024,Risco Plateado,Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
357042,Calabozos,Chile,Caldera,Caldera,Subduction zone / Continental crust (> 25 km),,,False
357062,San Pedro-Pellado,Chile,Stratovolcano(es),Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
357064,"Blancas, Lomas",Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
357065,"Resago, Volcan",Chile,Pyroclastic cone,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
357102,"Blanca, Laguna",Argentina,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
358011,Tronador,Chile-Argentina,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
358025,Crater Basalt Volcanic Field,Argentina,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
358053,Puyuhuapi,Chile,Pyroclastic cone(s),Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
358055,Cay,Chile,Stratovolcano,Stratovolcano / complex,Subduction zone / Continental crust (> 25 km),,,False
360040,Nevis Peak,Saint Kitts and Nevis,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
360080,"Diables, Morne aux",Dominica,Lava dome(s),Monogenetic / field,Subduction zone / Oceanic crust (< 15 km),,,False
360090,"Diablotins, Morne",Dominica,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
360170,St. Catherine,Grenada,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
370020,Helgrindur,Iceland,Volcanic field,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),,,False
371051,Hromundartindur,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
371090,Hofsjokull,Iceland,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),,,False
372040,Tindfjallajokull,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
373040,Tungnafellsjokull,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
374020,Esjufjoll,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
374801,Snaefell,Iceland,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
383050,Fuerteventura,Spain,Fissure vent(s),Monogenetic / field,Intraplate / Intermediate crust (15-25 km),,,False
384020,Brava,Cabo Verde,Stratovolcano,Stratovolcano / complex,Intraplate / Intermediate crust (15-25 km),,,False
385030,Romanche Fracture Zone,Undersea Features,Fissure vent,Monogenetic / field,Rift zone / Oceanic crust (< 15 km),,,False
390011,Young Island,Antarctica,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
390012,Sturge Island,Antarctica,Stratovolcano,Stratovolcano / complex,Rift zone / Oceanic crust (< 15 km),,,False
390016,McMurdo Province at 76.8°S,Antarctica,Caldera,Caldera,Intraplate / Continental crust (> 25 km),,,False
390017,Morning,Antarctica,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
390021,Royal Society Range,Antarctica,Pyroclastic cone(s),Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
390023,Andrus,Antarctica,Shield(s),Shield,Intraplate / Continental crust (> 25 km),,,False
390041,Paulet,Antarctica,Pyroclastic cone,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
390040,Bridgeman Island,Antarctica,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
390110,Hodson,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
390120,Leskov Island,United Kingdom,Stratovolcano,Stratovolcano / complex,Subduction zone / Oceanic crust (< 15 km),,,False
390847,Melville,Antarctica,Stratovolcano,Stratovolcano / complex,Intraplate / Continental crust (> 25 km),,,False
390829,Mount Haddington Volcanic Field,Antarctica,Shield,Shield,Intraplate / Continental crust (> 25 km),,,False
331032,Jackson Segment,United States,Fissure vent(s),Monogenetic / field,Rift zone / Oceanic crust (< 15 km),,,False
290072,Odamoisan [Tebenkov],Japan - administered by Russia,Stratovolcano,Stratovolcano / complex,Subduction zone / Intermediate crust (15-25 km),,,False
243140,Niuatahi,Tonga,Caldera,Caldera,Subduction zone / Oceanic crust (< 15 km),,,False
285083,Tenchozan,Japan,Crater rows,Monogenetic / field,,,,False
283069,Akandanayama,Japan,Stratovolcano,Stratovolcano / complex,,,,False
243111,Dugong,Tonga,Shield,Shield,,,,False
243112,Lobster,Tonga,Shield,Shield,,,,False
358064,Meullin,Chile,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
331005,West Valley Segment,Canada,Fissure vent,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
331060,East Blanco Depression,Undersea Features,Fissure vent,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
221294,Northern Lake Abaya Volcanic Field,Ethiopia,Volcanic field,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
221330,Mega Volcanic Field,Ethiopia,Volcanic field,Monogenetic / field,Rift zone / Intermediate crust (15-25 km),,,False
312055,Stepovak Bay Group,United States,Volcanic field,Monogenetic / field,Subduction zone / Continental crust (> 25 km),,,False
244021,Malumalu,United States,Stratovolcano,Stratovolcano / complex,Intraplate / Oceanic crust (< 15 km),,,False
303015,Khoid Naiman Nuur,Mongolia,Pyroclastic cone,Monogenetic / field,Intraplate / Continental crust (> 25 km),,,False
